"Timestamp","Koliko se godina profesionalno bavite digitalnim produktima?","Vaše zanimanje","Spol","Koliko godina imate","Prebivalište","U kojoj županiji radite","Obrazovanje","Koja je vaša trenutna dizajnerska uloga?","Na skali od 1-7, koliko vas je obrazovanje pripremilo za trenutnu radnu poziciju?","Koliko godina radite na trenutnoj poziciji?","Trenutno radite na poziciji:","U kojoj od navedenih tipova firma trenutno radite?","Koliko zaposlenika ima firma u kojoj radite? ","Ima li firma u kojoj radite dizajn tim? ","Koliko dizajnera ima u tvrtki u kojoj radite?","Koje timske aktivnosti održavate unutar design tima?","Odaberite koliki postotak projekata radite za pojedino tržište: [HR tržište]","Odaberite koliki postotak projekata radite za pojedino tržište: [Europsko tržište]","Odaberite koliki postotak projekata radite za pojedino tržište: [US tržište]","Odaberite koliki postotak projekata radite za pojedino tržište: [Globalno tržište]","Koliko sati provedete na sastancima tjedno?","Što vam je najbitnije na radnom mjestu? [Novčana naknada za obavljeni posao]","Što vam je najbitnije na radnom mjestu? [Mogućnost rada od kuće]","Što vam je najbitnije na radnom mjestu? [Edukacija]","Što vam je najbitnije na radnom mjestu? [Mogućnost profesionalnog razvoja]","Što vam je najbitnije na radnom mjestu? [Kultura kompanije i atmosfera u uredu]","Što vam je najbitnije na radnom mjestu? [Projekti]","Što vam je najbitnije na radnom mjestu? [Status i financijska pozadina tvrtke u kojoj radim]","Što vam je najbitnije na radnom mjestu? [Perks & Benefits (voće, kava, piva, grickalice...)]","Što vam je najbitnije na radnom mjestu? [Putovanja (konferencije, rad s inozemnim klijentima)]","Koliko ste zadovoljni trenutnim poslom?","Koliko ste plaćeni za posao koji radite (neto prihodi mjesečne plaće)?","Koliko ste zadovoljni mjesečnim prihodima?","Gdje najčešće radite?","Koja vrsta edukacije je pristuna na poslu?","S kojim pozicijama blisko surađujete na trenutnom radnom mjestu?","Koje metode koristite u dizajn procesu?","Kako znate jesu li vaša dizajn rješenja uspješna?","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Istraživanje i definiranje potreba korisnika]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Testiranje rješenja]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Strategija proizvoda]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Strategija kompanije]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Akvizicijske metrike (acquisition)]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Retention / Engagement ]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Konverzijske metrike (conversion)]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Revenue (Model zarade)]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Financijske metrike]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Poslovni model]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Upravljanje resursima]","Da ste u prilici dati jedan savjet mangementu tvrtke u kojoj radite, sa željom da unaprijedite dizajn proces, što biste im rekli?","Koju biste tvrtku na našem tržištu izdvojili kao dobar primjer ulaganja u dizajn procese ili kvalitetnog pristupa rješavanju dizajn/produkt problema?","Kako biste u par riječi opisali zašto ste izabrali tu tvrtku kao primjer dobre dizajn prakse?","Koje će po vama biti tri najvrednije dizajn vještine ili znanja potrebna za rad u budućnosti (gledano 3-8 godina unaprijed)?","Koja će nadolazeća tehnologija najviše utjecati na područje dizajna kojim se bavite?"
"2018/07/03 9:49:09 AM GMT+2","4 - 7 godina","Web dizajner","Muški","26-30","SPLITSKO-DALMATINSKA","SPLITSKO-DALMATINSKA","Srednja stručna sprema","Web dizajner","3","2-5 godina","Senior Dizajner","Digitalna agencija","11-20","Nema","2-5","Nema design tima;Mentoriranje","0","100%","25%","0","0","5","4","4","5","4","4","4","3","1","3","7000kn - 8900kn","3","Najčešće u uredu","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima","UI dizajn;UX dizajn;Programeri;Project managers","Wireframing;Izrada prototipa;Design Sprint","Nikako","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Obavezno uključiti","Ne mogu odgovoriti","Nisu potrebni","Nisu potrebni","Ne mogu odgovoriti","Ne mogu odgovoriti","Obavezno uključiti","bolja komunikacija između razvojnih timova (dev-designer-product manager)","degordian, five","radovi im sve govore","razumijevanje spektra tehnologija da bi se lakše sporazumijevalo između timova","Conversational Interfaces"
"2018/07/03 10:45:05 AM GMT+2","2 - 3 godine","UX/UI dizajner","Muški","36-40","VARAŽDINSKA","VARAŽDINSKA","Srednja stručna sprema","UX/UI dizajner","1","2-5 godina","Medium Dizajner","Dizajn studio","2-10","Ima jedan dizajn tim","2-5","Dnevni dizajn Standup","25%","25%","50%","75%","4 - 8 sata / tjedno","4","3","4","5","5","5","5","3","4","5","5000kn - 6900kn","4","Najčešće u uredu i povremeno remotely","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Blogovi;Online tečajevi;Konferencije i događanja u HR","Programeri;Project managers","Research;Intervjui s korisnicima;Analiza konkurencije;Persone;Wireframing;Izrada prototipa","Uglavnom putem povratnih informacija klijenta","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Nisu potrebni","Nisu potrebni","","","","Razumjevanje potreba korisnika, kvalitetna komunikacija unutar tima,  brzo shvaćanje i rješavanje zadane problematike","VR;AI;Machine learning"
"2018/07/03 11:41:33 AM GMT+2","2 - 3 godine","Student / UI dizajner / Produkt dizajner (digitalni proizvodi)","Muški","22-25","ZAGREBAČKA","ZAGREBAČKA","Arhitektonski fakultet - studij dizajna","UI dizajner / Produkt dizajner (digitalni proizvodi)","2","manje od 1 godine","Junior Dizajner","Dizajn studio","2-10","Ima jedan dizajn tim","2-5","Revizija dizajna;Mentoriranje","25%","0","0","75%","1 - 3 sata / tjedno","4","3","5","5","5","5","4","4","4","5","5000kn - 6900kn","4","Najčešće remotely i povremeno u uredu","Edukacija je prisutna jedino u radu na projektima;Knjige;Blogovi;Networking događaji / meetups;Konferencije i događanja u HR","UI dizajn;UX dizajn;Programeri","Research;Wireframing;Izrada prototipa","Nikako","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","-","Prostoria, Five","-","Komunikacija, otvorenost, odgovornost","VR;Conversational Interfaces;AI;Machine learning"
"2018/07/03 12:04:55 PM GMT+2","2 - 3 godine","UX/UI dizajner","Muški","26-30","PRIMORSKO-GORANSKA","Freelance (World?)","FTHMU, prva godina.","UX/UI dizajner","1","2-5 godina","Senior Dizajner","Autorski ugovor (freelance)","1","Ima jedan dizajn tim","Samo ja","Dnevni dizajn Standup;Revizija dizajna;Mentoriranje","0","50%","100%","100%","4 - 8 sata / tjedno","5","5","3","5","1","5","1","1","5","5","5000kn - 6900kn","5","Najčešće remotely","Educiram se samostalno doma;Knjige;Audio knjige;Blogovi;Webinari;Online vodiči;Online tečajevi","Programeri;Produkt managers;Sales;Project managers;Kreativni direktor;Executives;Copywritter;Researcher;Data analyst","Research;Intervjui s korisnicima;Fokus grupe (grupni intervjui);Analiza konkurencije;Affinity mapping;Persone;Journey Mapping;Wireframing;Izrada prototipa;Usability testing;Lean UX;Design Sprint","Pomoću analitike;Radimo usability testove;Radimo A/B testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","","","","UX, VR, AR","VR;AR;Conversational Interfaces;Chatbots;AI;Machine learning"
"2018/07/03 1:02:06 PM GMT+2","11 - 20 godina","Grafički dizajner","Ženski","31-35","KARLOVAČKA","ZAGREBAČKA","GRF","Grafički dizajner","2","11-20 godina","Predavac i freelancer","Obrazovna ustanova","151-500","Nema","2-5","Nema design tima","75%","25%","0","0","0","4","4","4","4","4","4","2","1","2","3","7000kn - 8900kn","5","Najčešće remotely i povremeno u uredu","Educiram se samostalno doma;Organizirana edukacija unutar tvrtke;Konferencije i događanja u HR;Konferencije i događanja u inozemstvu","UI dizajn;UX dizajn;Programeri","Research;Intervjui s korisnicima;Analiza konkurencije;Persone;Wireframing","Pomoću analitike","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","","","","Sposobnost učenja, raznilikost pristupu rješavanja problema, prilagodba novim workflowovima","VR;Machine learning"
"2018/07/03 1:30:26 PM GMT+2","2 - 3 godine","UX/UI dizajner","Muški","31-35","VARAŽDINSKA","ZAGREBAČKA","Sjever","UX/UI dizajner","1","manje od 1 godine","Medium Dizajner","Produkt okolina (tvrtka koja razvija vlastiti proizvod)","11-20","Nema","Samo ja","Nema design tima","25%","25%","50%","0","4 - 8 sata / tjedno","4","4","4","5","5","5","2","3","5","5","7000kn - 8900kn","4","Najčešće u uredu","Educiram se samostalno doma;Knjige;Online tečajevi;Networking događaji / meetups","Programeri;Project managers;Copywritter;Researcher;Data analyst","Research;Intervjui s korisnicima;Analiza konkurencije;Wireframing;Izrada prototipa;Design Sprint","Pomoću analitike;Radimo usability testove;Radimo A/B testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Scope definition","Degordian","Dobro mentoriranje i odličan dizajn proces","3D, UX, Visual design","AI;Machine learning"
"2018/07/03 3:32:04 PM GMT+2","2 - 3 godine","Web dizajner","Muški","36-40","OSJEČKO-BARANJSKA","OSJEČKO-BARANJSKA","Srednja stručna sprema","Web dizajner","5","manje od 1 godine","Junior Dizajner","Autorski ugovor (freelance)","2-10","Ima jedan dizajn tim","2-5","Mentoriranje","25%","50%","50%","50%","0","1","1","5","5","5","5","3","1","5","4","Nisam zaposlen ali freelanceam","3","Najčešće remotely i povremeno u uredu","Educiram se samostalno doma","UI dizajn;UX dizajn","Research;Affinity mapping;Wireframing;Izrada prototipa","Pomoću analitike;Radimo usability testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","","Prototyp Osijek","","Ne znam","Conversational Interfaces"
"2018/07/03 6:54:43 PM GMT+2","11 - 20 godina","UX/UI dizajner","Muški","31-35","GRAD ZAGREB","USA","Srednja stručna sprema","UX/UI dizajner","3","2-5 godina","Senior Dizajner","Digitalna agencija","21-50","Ima više dizajn timova","6-10","Dnevni dizajn Standup;Revizija dizajna","0","0","50%","50%","4 - 8 sata / tjedno","4","4","2","4","5","2","2","3","3","5","20000kn i više","5","Najčešće remotely","Educiram se samostalno doma;Blogovi;Webinari;Online tečajevi;Networking događaji / meetups;Konferencije i događanja u HR;Konferencije i događanja u inozemstvu","UI dizajn;UX dizajn;Programeri;Sales;Project managers;Executives","Research;Fokus grupe (grupni intervjui);Persone;Journey Mapping;Wireframing;Izrada prototipa;Lean UX;Design Sprint","Pomoću analitike;Radimo usability testove;Radimo A/B testove","Obavezno uključiti","Nisu potrebni","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Nisu potrebni","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Obavezno uključiti","Nisu potrebni","","","","Ne znam","AR;Machine learning"
"2018/07/03 7:01:07 PM GMT+2","2 - 3 godine","Web dizajner","Ženski","31-35","GRAD ZAGREB","GRAD ZAGREB","Srednja stručna sprema","Web dizajner","4","manje od 1 godine","Medium Dizajner","Autorski ugovor (freelance)","1","Nema","Samo ja","Nema design tima","75%","0","25%","0","4 - 8 sata / tjedno","5","4","5","5","4","5","4","2","4","4","5000kn - 6900kn","4","Najčešće remotely","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Blogovi;Konferencije i događanja u HR","Programeri","Research;Intervjui s korisnicima;Analiza konkurencije;Persone","Pomoću analitike","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","","Rimac automobili","","UX","Conversational Interfaces"
"2018/07/03 7:27:47 PM GMT+2","11 - 20 godina","UX/UI dizajner","Muški","36-40","ISTARSKA","Worldwide","Srednja stručna sprema","UX/UI dizajner","1","6-10 godina","Lead Dizajner","Digitalna agencija","1","Nema","Samo ja","Nema design tima","50%","25%","25%","25%","4 - 8 sata / tjedno","4","5","5","5","5","5","5","4","5","5","16000kn - 20000kn","4","Najčešće u uredu i povremeno remotely","Educiram se samostalno doma;Knjige;Networking događaji / meetups;Konferencije i događanja u HR;Konferencije i događanja u inozemstvu","UI dizajn;UX dizajn;Programeri;Sales;Project managers;Kreativni direktor;Copywritter","Research;Intervjui s korisnicima;Analiza konkurencije;Persone;Journey Mapping;Wireframing;Izrada prototipa;Lean UX;Design Sprint","Pomoću analitike;Radimo A/B testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","","","","a11y","Conversational Interfaces;Machine learning"
"2018/07/03 8:40:22 PM GMT+2","manje od 1 godine","Web dizajner","Ženski","22-25","OSJEČKO-BARANJSKA","OSJEČKO-BARANJSKA","FERITOS","Web dizajner","1","manje od 1 godine","Junior Dizajner","Dizajn studio","2-10","Ima jedan dizajn tim","2-5","Nema design tima","25%","100%","25%","25%","0","5","3","5","5","5","5","3","1","2","3","2800kn - 4900kn","3","Najčešće remotely","Educiram se samostalno doma","UI dizajn;UX dizajn;Programeri;Dizajner komunikacija","Research","Nikako","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","","","","3d dizajn","VR;360 video"
"2018/07/03 11:42:27 PM GMT+2","8 - 10 godina","Produkt dizajner (digitalni proizvodi)","Muški","31-35","ZADARSKA","ZADARSKA","GRF","Produkt dizajner (digitalni proizvodi)","1","2-5 godina","Senior Dizajner","Produkt okolina (tvrtka koja razvija vlastiti proizvod)","2-10","Nema","Samo ja","Nema design tima","75%","25%","25%","25%","1 - 3 sata / tjedno","5","4","4","5","5","5","5","2","3","4","7000kn - 8900kn","3","Najčešće u uredu","Educiram se samostalno doma;Online tečajevi","Programeri;Produkt managers;Sales;Executives","Research;Analiza konkurencije;Wireframing;Izrada prototipa;Usability testing","Pomoću analitike","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Redovitiji sastanci i bolja komunikacija razvoja","Five, Degordian...","Ulaganje u dizajn","Prototyping, VR, design sprints ","Chatbots;AI;Machine learning"
"2018/07/03 11:43:40 PM GMT+2","11 - 20 godina","sve navedeno","Muški","31-35","ZAGREBAČKA","ZAGREBAČKA","TVZ","sve","2","11-20 godina","ceo, art direktor, sve","Digitalna agencija","2-10","Nema","Samo ja","Revizija dizajna","50%","0","25%","25%","1 - 3 sata / tjedno","5","5","3","5","3","4","5","1","2","4","16000kn - 20000kn","3","Najčešće u uredu","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Knjige;Networking događaji / meetups;Konferencije i događanja u HR","Programeri;Industrijskim dizajnerima;Kreativni direktor;Dizajner komunikacija","Analiza konkurencije;Izrada prototipa","Pomoću analitike","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Ne mogu odgovoriti","Nisu potrebni","Ne mogu odgovoriti","Nisu potrebni","Inozemstvo","/","/","dizajner. bez debilana ux/ui/product/bla/bla-. Ili znaš što radiš ili ne znaš.","AI;Machine learning"
"2018/07/04 6:52:07 AM GMT+2","11 - 20 godina","Dizajner interakcija","Muški","41-45","GRAD ZAGREB","GRAD ZAGREB","Arhitektonski fakultet - studij dizajna","Dizajner interakcija","5","6-10 godina","Management (Head of Design, Chief Design Officier i sl. )","Dizajn studio","2-10","Ima jedan dizajn tim","2-5","Revizija dizajna","100%","0","0","0","4 - 8 sata / tjedno","3","1","3","4","5","5","1","3","4","4","16000kn - 20000kn","4","Najčešće u uredu","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Blogovi;Webinari;Online tečajevi","UI dizajn;UX dizajn;Programeri;Industrijskim dizajnerima;Project managers;Dizajner komunikacija;Copywritter","Research;Intervjui s korisnicima;Analiza konkurencije;Persone;Journey Mapping","Nikako","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","/","404","Rade dobre proizvode","Multidisciplinarnost","AR;AI;Machine learning"
"2018/07/04 8:29:15 AM GMT+2","2 - 3 godine","UI dizajner","Muški","26-30","OSJEČKO-BARANJSKA","OSJEČKO-BARANJSKA","FERIT","Web dizajner","2","2-5 godina","Junior Dizajner","Startup","2-10","Nema","Samo ja","Nema design tima","75%","50%","0","0","1 - 3 sata / tjedno","5","3","4","5","5","5","5","3","2","3","5000kn - 6900kn","2","Najčešće u uredu","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima","Programeri","Research;Analiza konkurencije;Wireframing;Izrada prototipa","Radimo usability testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Nisu potrebni","Nisu potrebni","Nisu potrebni","Prvenstveno je potrebno definirati potrebe klijenta i korisnika","Degordian, Infinum","","Pračenje trendova","AR;Machine learning"
"2018/07/04 10:49:05 AM GMT+2","4 - 7 godina","UX/UI dizajner","Muški","36-40","GRAD ZAGREB","GRAD ZAGREB","Fakultet političkih znanosti","UX/UI dizajner","1","2-5 godina","Senior Dizajner","Produkt okolina (tvrtka koja razvija vlastiti proizvod)","151-500","Ima jedan dizajn tim","Samo ja","Revizija dizajna","25%","0","0","0","4 - 8 sata / tjedno","4","5","4","5","4","5","2","2","3","4","10000kn - 12900kn","4","Najčešće u uredu","Online tečajevi","Programeri;Produkt managers;Project managers","Wireframing;Izrada prototipa;Lean UX;Design Sprint","Nikako","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Ne mogu odgovoriti","Nisu potrebni","","","","learnability","Conversational Interfaces;Machine learning"
"2018/07/04 8:09:48 PM GMT+2","4 - 7 godina","UX/UI dizajner","Ženski","31-35","KOPRIVNIČKO-KRIŽEVAČKA","ZAGREBAČKA","GRF","UX/UI dizajner","3","2-5 godina","Senior Dizajner","Digitalna agencija","11-20","Nema","Samo ja","Nema design tima","0","75%","0","25%","0","3","3","3","3","3","3","2","3","3","4","7000kn - 8900kn","4","Najčešće u uredu","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Knjige;Blogovi;Webinari;Online tečajevi","Programeri;Produkt managers","Wireframing;Izrada prototipa","Pomoću analitike;Radimo A/B testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Obavezno uključiti","Ne mogu odgovoriti","Dizajneri i developeri bi se medusobno trebali cijeniti. ","/ ","/","Komunikativnost, ilustracija, fotografija","VR;AI"
"2018/07/04 11:32:04 PM GMT+2","11 - 20 godina","UI dizajner","Muški","46-50","GRAD ZAGREB","GRAD ZAGREB","Agora","UI dizajner","6","11-20 godina","Lead Dizajner","Autorski ugovor (freelance)","1","Ima jedan dizajn tim","2-5","Revizija dizajna;Mentoriranje","0","50%","25%","25%","4 - 8 sata / tjedno","4","4","4","4","3","2","2","1","3","5","20000kn i više","4","Najčešće remotely","Educiram se samostalno doma;Blogovi;Webinari;Online tečajevi","Programeri;Executives","Research;Analiza konkurencije;Persone;Wireframing","Pomoću analitike","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Obavezno uključiti","Nisu potrebni","","","","UX/UI","AI;Machine learning"
"2018/07/05 10:57:51 AM GMT+2","4 - 7 godina","Sve","Muški","26-30","SPLITSKO-DALMATINSKA","Vise njih","UMAS","Sve","6","6-10 godina","Freelance borac","Autorski ugovor (freelance)","1","Ima više dizajn timova","Samo ja","Revizija dizajna;Mentoriranje;Kava","100%","25%","0","0","1 - 3 sata / tjedno","4","5","4","4","4","5","4","2","2","4","Manje od 2800kn","3","Najčešće remotely","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Knjige;Blogovi;Online vodiči;Konferencije i događanja u HR","Programeri;S ekipom","Pretjerujete sa pozicijama titulama i opisima posla.","Nikako;Napravis izbacis pa gledas i slusas sta ekipa kaze. Ne radimo stvari od kojih ekipa umire, niti se bavimo optimizacijom i zaglupljivanjem.","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Odjebi design thinking","Dolija 08","Jer slusaju dizajnere/ice, shvacaju vaznost dobrog dizajna i doprinose procesu dizajna","Razmisljanje crtanjem (rukom), celicni zivci, chill, siroka naobrazba, odjebati mainstream ""dizajn""","Nije to bitno."
"2018/07/05 1:26:08 PM GMT+2","8 - 10 godina","UX/UI dizajner","Muški","36-40","GRAD ZAGREB","GRAD ZAGREB","Arhitektonski fakultet - studij dizajna","UX/UI dizajner","4","6-10 godina","Senior Dizajner","Development firma","21-50","Nema","2-5","Nema design tima","50%","50%","0","0","1 - 3 sata / tjedno","3","5","5","5","5","5","4","4","4","4","10000kn - 12900kn","5","Najčešće u uredu","Educiram se samostalno doma;Knjige;Blogovi;Konferencije i događanja u inozemstvu","UI dizajn;UX dizajn;Programeri;Sales;Project managers","Analiza konkurencije;Wireframing;Izrada prototipa","Nikako;Pomoću analitike","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Obavezno uključiti","Ne mogu odgovoriti","Uključite dizajnere u proces dobivanja informacija od klijenta i radionice s klijentima prije same procjene satnice projekta.","Five","Koriste dizajn procese i analiziraju potrebe korisnika i klijenta","Interaction design, Motion design, Altruistic design","VR;AR;AI;Machine learning"
"2018/07/05 1:43:18 PM GMT+2","4 - 7 godina","UX/UI dizajner","Muški","31-35","GRAD ZAGREB","GRAD ZAGREB","Akademija, odjel za dizajn","UX/UI dizajner","2","6-10 godina","Senior Dizajner","Digitalna agencija","21-50","Ima jedan dizajn tim","2-5","Design sync jednom tjedno","50%","50%","0","0","4 - 8 sata / tjedno","5","4","5","5","4","5","3","2","4","4","20000kn i više","4","Najčešće u uredu","Educiram se samostalno doma;Organizirana edukacija unutar tvrtke;Knjige;Blogovi;Networking događaji / meetups;Konferencije i događanja u inozemstvu;Dio radnog vremena posvečenog samoedukaciji","Programeri;Sales;Project managers","Wireframing;Izrada prototipa","Nikako","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","NDA :)","Five","Prezentacija procesa, insiderske informacije","UX Resarch, UX Strategy, Testing","Conversational Interfaces;Chatbots;AI;Machine learning"
"2018/07/05 2:41:34 PM GMT+2","11 - 20 godina","UX/UI dizajner","Muški","36-40","GRAD ZAGREB","GRAD ZAGREB","TVZ","UX/UI dizajner","4","2-5 godina","Management (Head of Design, Chief Design Officier i sl. )","Digitalna agencija","11-20","Ima jedan dizajn tim","2-5","Revizija dizajna;Mentoriranje","50%","25%","50%","75%","4 - 8 sata / tjedno","3","4","5","5","5","4","3","3","4","3","10000kn - 12900kn","3","Najčešće u uredu","Educiram se samostalno doma;Knjige;Audio knjige;Blogovi;Webinari;Online vodiči;Online tečajevi;Networking događaji / meetups;Konferencije i događanja u HR;Konferencije i događanja u inozemstvu","UI dizajn;UX dizajn;Programeri;Produkt managers;Sales;Project managers;Executives;Copywritter;Data analyst","Intervjui s korisnicima;Analiza konkurencije;Wireframing;Izrada prototipa;Lean UX;Design Sprint","Pomoću analitike","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","","","","Brzina prilagodbe i razumjevanje novih tehnologija, strateški mindset, psihologija/sociologija...","AR;AI;Machine learning"
